customer_id,first_name,last_name,email,city,state,segment,loyalty_tier,signup_date
61173,Amelia,Wright,awright@icloud.com,Charlotte,NC,Consumer,Bronze,2022-03-02
44760,Charlotte,Brown,cbrown@outlook.com,Dallas,TX,Consumer,Platinum,2022-08-09
69638,Robert,Young,robert.young@hotmail.com,Philadelphia,PA,Corporate,Bronze,2022-07-25
47388,Olivia,Miller,miller68@outlook.com,Washington,DC,Consumer,Gold,2022-07-03
65444,Sophia,Harris,sophiahar@icloud.com,Columbus,OH,Consumer,Bronze,2020-10-23
98740,Lisa,Smith,smith57@yahoo.com,San Jose,CA,Home Office,Bronze,2019-04-23
80852,William,Nguyen,wnguyen@yahoo.com,Memphis,TN,Corporate,Gold,2019-06-06
53480,Mia,King,king44@icloud.com,New York,NY,Consumer,Bronze,2019-10-18
60311,Emma,Torres,emmator@yahoo.com,San Jose,CA,Consumer,Bronze,2021-12-13
28343,Abigail,Garcia,abigailgar@icloud.com,Unknown,CA,Corporate,Gold,2020-10-03
20279,Evelyn,Jackson,ejackson@icloud.com,Charlotte,NC,Corporate,Bronze,2019-05-28
75639,Abigail,Smith,asmith@hotmail.com,Nashville,TN,Corporate,Bronze,2021-12-15
55332,Sarah,Garcia,sgarcia@icloud.com,Fort Worth,TX,Home Office,Gold,2020-12-21
17038,Mark,Anderson,markand@outlook.com,Nashville,TN,Corporate,Bronze,2020-06-27
22803,Andrew,Jackson,andrewjac@outlook.com,Unknown,TX,Consumer,Bronze,2019-06-17
