customer_id,first_name,last_name,email,city,segment,signup_date,loyalty_tier,state
61173,Amelia,Wright,awright@icloud.com,Charlotte,Consumer,2022-03-02,Bronze,NC
44760,Charlotte,Brown,cbrown@outlook.com,Dallas,Consumer,2022-08-09,Platinum,TX
69638,Robert,Young,robert.young@hotmail.com,Philadelphia,Corporate,2022-07-25,Bronze,PA
47388,Olivia,Miller,miller68@outlook.com,Washington,Consumer,2022-07-03,Gold,DC
65444,Sophia,Harris,sophiahar@icloud.com,Columbus,Consumer,10/23/2020,Bronze,OH
98740,Lisa,Smith,smith57@yahoo.com,San Jose,HOME OFFICE,2019-04-23,Bronze,CA
80852,William,Nguyen,wnguyen@yahoo.com,Memphis,Corporate,2019-06-06,Gold,TN
53480,Mia,King,king44@icloud.com,New York,Consumer,2019-10-18,Bronze,NY
60311,Emma,Torres,emmator@yahoo.com,San Jose,Consumer,2021-12-13,Bronze,CA
28343,Abigail,Garcia,abigailgar@icloud.com,,Corporate,2020-10-03,Gold,CA
20279,Evelyn,Jackson,ejackson@icloud.com,Charlotte,Corporate,2019-05-28,Bronze,NC
75639,Abigail,Smith,asmith@hotmail.com,Nashville,Corporate,2021-12-15,Bronze,TN
55332,Sarah,Garcia,sgarcia@icloud.com,Fort Worth,Home Office,2020-12-21,Gold,TX
17038,Mark,Anderson,markand@outlook.com,Nashville,Corporate,2020-06-27,Bronze,TN
22803,Andrew,Jackson,andrewjac@outlook.com,,Consumer,2019-06-17,Bronze,TX
